,id,trigger number,was followed,delay,e,n_date,n_hour,n_day,f_date,f_hour,f_day,group,send_time,viewed_time,age,gender,qual
2460,76,117,0.0,0,1,2015-03-02,20,Mon,1970-01-01,0,Thu,Daily,20:03:16,0,17.0,Female,Degree
2461,76,118,0.0,0,1,2015-04-02,20,Thu,1970-01-01,0,Thu,Daily,20:32:38,0,17.0,Female,Degree
2462,76,119,0.0,0,1,2015-05-02,19,Sat,1970-01-01,0,Thu,Daily,19:41:13,0,17.0,Female,Degree
2463,76,120,0.0,0,1,2015-06-02,20,Tue,1970-01-01,0,Thu,Daily,20:29:01,0,17.0,Female,Degree
2464,76,121,0.0,0,1,2015-07-02,18,Thu,1970-01-01,0,Thu,Daily,18:06:23,0,17.0,Female,Degree
2465,76,122,0.0,0,1,2015-08-02,20,Sun,1970-01-01,0,Thu,Daily,20:19:04,0,17.0,Female,Degree
2466,76,123,0.0,0,1,2015-09-02,20,Wed,1970-01-01,0,Thu,Daily,20:32:35,0,17.0,Female,Degree
2467,76,124,0.0,0,1,2015-10-02,18,Fri,1970-01-01,0,Thu,Daily,18:47:04,0,17.0,Female,Degree
2468,76,125,0.0,0,1,2015-11-02,18,Mon,1970-01-01,0,Thu,Daily,18:44:03,0,17.0,Female,Degree
2469,76,126,0.0,0,1,2015-12-02,19,Wed,1970-01-01,0,Thu,Daily,19:22:30,0,17.0,Female,Degree
2470,76,127,0.0,0,1,2015-02-13,20,Fri,1970-01-01,0,Thu,Daily,20:34:24,0,17.0,Female,Degree
2471,76,128,0.0,0,1,2015-02-14,18,Sat,1970-01-01,0,Thu,Daily,18:42:18,0,17.0,Female,Degree
2472,76,129,0.0,0,1,2015-02-15,20,Sun,1970-01-01,0,Thu,Daily,20:47:19,0,17.0,Female,Degree
2473,77,1,1.0,2475,1,2014-09-25,17,Thu,2014-09-25,18,Thu,Occasional,17:32:48,18:14:00,25.0,Female,Postgraduate degree
2474,77,2,0.0,0,1,2014-09-28,18,Sun,1970-01-01,0,Thu,Occasional,18:10:42,0,25.0,Female,Postgraduate degree
2475,77,3,1.0,590,1,2014-01-10,18,Fri,2014-01-10,18,Fri,Occasional,18:25:44,18:35:00,25.0,Female,Postgraduate degree
2476,77,4,1.0,1181,1,2014-04-10,19,Thu,2014-04-10,19,Thu,Occasional,19:37:35,19:57:00,25.0,Female,Postgraduate degree
2477,77,5,0.0,0,1,2014-07-10,19,Thu,1970-01-01,0,Thu,Occasional,19:37:54,0,25.0,Female,Postgraduate degree
2478,77,6,0.0,0,1,2014-10-10,20,Fri,1970-01-01,0,Thu,Occasional,20:16:17,0,25.0,Female,Postgraduate degree
2479,77,7,1.0,10809,1,2014-10-13,20,Mon,2014-10-13,23,Mon,Occasional,20:56:02,23:56:00,25.0,Female,Postgraduate degree
2480,77,8,1.0,9360,1,2014-10-16,20,Thu,2014-10-16,22,Thu,Occasional,20:14:28,22:50:00,25.0,Female,Postgraduate degree
2481,77,9,0.0,0,1,2014-10-19,19,Sun,1970-01-01,0,Thu,Occasional,19:24:47,0,25.0,Female,Postgraduate degree
2482,77,10,1.0,3898,1,2014-10-22,19,Wed,2014-10-22,20,Wed,Occasional,19:33:02,20:38:00,25.0,Female,Postgraduate degree
2483,77,11,0.0,0,1,2014-10-25,18,Sat,1970-01-01,0,Thu,Occasional,18:25:03,0,25.0,Female,Postgraduate degree
2484,77,12,1.0,15067,1,2014-10-28,18,Tue,2014-10-28,22,Tue,Occasional,18:41:22,22:52:00,25.0,Female,Postgraduate degree
2485,77,13,0.0,0,1,2014-10-31,19,Fri,1970-01-01,0,Thu,Occasional,19:34:01,0,25.0,Female,Postgraduate degree
2486,77,14,0.0,0,1,2014-03-11,20,Tue,1970-01-01,0,Thu,Occasional,20:00:37,0,25.0,Female,Postgraduate degree
2487,77,15,1.0,1261,1,2014-06-11,20,Wed,2014-06-11,21,Wed,Occasional,20:48:59,21:10:00,25.0,Female,Postgraduate degree
2488,77,16,0.0,0,1,2014-09-11,18,Thu,1970-01-01,0,Thu,Occasional,18:56:47,0,25.0,Female,Postgraduate degree
2489,77,17,0.0,0,1,2014-12-11,20,Thu,1970-01-01,0,Thu,Occasional,20:02:37,0,25.0,Female,Postgraduate degree
2490,77,18,0.0,0,1,2014-11-15,20,Sat,1970-01-01,0,Thu,Occasional,20:29:54,0,25.0,Female,Postgraduate degree
2491,77,19,1.0,5863,1,2014-11-18,19,Tue,2014-11-18,20,Tue,Occasional,19:00:58,20:38:00,25.0,Female,Postgraduate degree
2492,77,20,1.0,4472,1,2014-11-21,19,Fri,2014-11-21,20,Fri,Occasional,19:31:01,20:45:00,25.0,Female,Postgraduate degree
2493,77,21,0.0,0,1,2014-11-24,19,Mon,1970-01-01,0,Thu,Occasional,19:29:35,0,25.0,Female,Postgraduate degree
2494,77,22,0.0,0,1,2014-11-27,20,Thu,1970-01-01,0,Thu,Occasional,20:26:29,0,25.0,Female,Postgraduate degree
2495,77,23,0.0,0,1,2014-11-30,20,Sun,1970-01-01,0,Thu,Occasional,20:24:06,0,25.0,Female,Postgraduate degree
2496,77,24,0.0,0,1,2014-03-12,19,Wed,1970-01-01,0,Thu,Occasional,19:59:45,0,25.0,Female,Postgraduate degree
2497,77,25,0.0,0,1,2014-06-12,19,Thu,1970-01-01,0,Thu,Occasional,19:32:03,0,25.0,Female,Postgraduate degree
2498,77,26,0.0,0,1,2014-09-12,18,Fri,1970-01-01,0,Thu,Occasional,18:41:13,0,25.0,Female,Postgraduate degree
2499,77,27,0.0,0,1,2014-12-12,20,Fri,1970-01-01,0,Thu,Occasional,20:21:28,0,25.0,Female,Postgraduate degree
2500,77,28,0.0,0,1,2014-12-15,18,Mon,1970-01-01,0,Thu,Occasional,18:27:53,0,25.0,Female,Postgraduate degree
2501,77,29,0.0,0,1,2014-12-18,18,Thu,1970-01-01,0,Thu,Occasional,18:22:05,0,25.0,Female,Postgraduate degree
2502,77,30,0.0,0,1,2014-12-21,19,Sun,1970-01-01,0,Thu,Occasional,19:33:36,0,25.0,Female,Postgraduate degree
2503,77,31,0.0,0,1,2014-12-24,20,Wed,1970-01-01,0,Thu,Occasional,20:10:47,0,25.0,Female,Postgraduate degree
2504,77,32,0.0,0,1,2014-12-27,19,Sat,1970-01-01,0,Thu,Occasional,19:41:55,0,25.0,Female,Postgraduate degree
2505,77,33,0.0,0,1,2014-12-30,20,Tue,1970-01-01,0,Thu,Occasional,20:08:03,0,25.0,Female,Postgraduate degree
2506,77,34,0.0,0,1,2015-02-01,18,Sun,1970-01-01,0,Thu,Occasional,18:43:37,0,25.0,Female,Postgraduate degree
2507,77,35,1.0,11475,1,2015-05-01,19,Fri,2015-05-01,22,Fri,Occasional,19:40:19,22:51:00,25.0,Female,Postgraduate degree
2508,77,36,1.0,13525,1,2015-08-01,18,Sat,2015-08-01,21,Sat,Occasional,18:13:03,21:58:00,25.0,Female,Postgraduate degree
2509,77,37,0.0,0,1,2015-11-01,18,Sun,1970-01-01,0,Thu,Occasional,18:50:33,0,25.0,Female,Postgraduate degree
2510,77,38,1.0,5428,1,2015-01-14,20,Wed,2015-01-14,22,Wed,Occasional,20:48:56,22:19:00,25.0,Female,Postgraduate degree
2511,77,39,1.0,691,1,2015-01-17,20,Sat,2015-01-17,20,Sat,Occasional,20:41:40,20:53:00,25.0,Female,Postgraduate degree
2512,77,40,0.0,0,1,2015-01-20,19,Tue,1970-01-01,0,Thu,Occasional,19:46:01,0,25.0,Female,Postgraduate degree
2513,77,41,1.0,7267,1,2015-01-23,18,Fri,2015-01-23,20,Fri,Occasional,18:57:20,20:58:00,25.0,Female,Postgraduate degree
2514,77,42,0.0,0,1,2015-01-26,18,Mon,1970-01-01,0,Thu,Occasional,18:34:30,0,25.0,Female,Postgraduate degree
2515,77,43,0.0,0,1,2015-01-29,20,Thu,1970-01-01,0,Thu,Occasional,20:15:13,0,25.0,Female,Postgraduate degree
2516,77,44,0.0,0,1,2015-01-02,19,Fri,1970-01-01,0,Thu,Occasional,19:02:25,0,25.0,Female,Postgraduate degree
2517,77,45,0.0,0,1,2015-04-02,18,Thu,1970-01-01,0,Thu,Occasional,18:13:57,0,25.0,Female,Postgraduate degree
2518,77,46,0.0,0,1,2015-07-02,20,Thu,1970-01-01,0,Thu,Occasional,20:47:23,0,25.0,Female,Postgraduate degree
2519,77,47,0.0,0,1,2015-10-02,20,Fri,1970-01-01,0,Thu,Occasional,20:42:44,0,25.0,Female,Postgraduate degree
2520,77,48,0.0,0,1,2015-02-13,19,Fri,1970-01-01,0,Thu,Occasional,19:00:52,0,25.0,Female,Postgraduate degree
2521,78,1,1.0,7191,1,2015-01-28,18,Wed,2015-01-28,20,Wed,Daily,18:48:17,20:48:00,23.0,Female,Degree
2522,78,2,1.0,4076,1,2015-01-29,20,Thu,2015-01-29,21,Thu,Daily,20:45:38,21:53:00,23.0,Female,Degree
2523,78,3,1.0,5498,1,2015-01-30,19,Fri,2015-01-30,21,Fri,Daily,19:34:33,21:06:00,23.0,Female,Degree
2524,78,4,1.0,3064,1,2015-01-31,20,Sat,2015-01-31,21,Sat,Daily,20:12:52,21:03:00,23.0,Female,Degree
2525,78,5,1.0,10575,1,2015-01-02,19,Fri,2015-01-02,22,Fri,Daily,19:45:55,22:42:00,23.0,Female,Degree
2526,78,6,0.0,0,1,2015-02-02,20,Mon,1970-01-01,0,Thu,Daily,20:46:46,0,23.0,Female,Degree
2527,78,7,0.0,0,1,2015-03-02,18,Mon,1970-01-01,0,Thu,Daily,18:22:43,0,23.0,Female,Degree
2528,78,8,0.0,0,1,2015-04-02,18,Thu,1970-01-01,0,Thu,Daily,18:08:49,0,23.0,Female,Degree
2529,78,9,1.0,331,1,2015-05-02,20,Sat,2015-05-02,20,Sat,Daily,20:53:32,20:59:00,23.0,Female,Degree
2530,78,10,0.0,0,1,2015-06-02,20,Tue,1970-01-01,0,Thu,Daily,20:25:27,0,23.0,Female,Degree
2531,78,11,0.0,0,1,2015-07-02,20,Thu,1970-01-01,0,Thu,Daily,20:05:38,0,23.0,Female,Degree
2532,78,12,0.0,0,1,2015-08-02,20,Sun,1970-01-01,0,Thu,Daily,20:54:25,0,23.0,Female,Degree
2533,78,13,0.0,0,1,2015-09-02,20,Wed,1970-01-01,0,Thu,Daily,20:10:08,0,23.0,Female,Degree
2534,78,14,0.0,0,1,2015-10-02,19,Fri,1970-01-01,0,Thu,Daily,19:40:31,0,23.0,Female,Degree
2535,78,15,1.0,8066,1,2015-11-02,20,Mon,2015-11-02,22,Mon,Daily,20:22:57,22:37:00,23.0,Female,Degree
2536,78,16,0.0,0,1,2015-12-02,20,Wed,1970-01-01,0,Thu,Daily,20:55:51,0,23.0,Female,Degree
2537,78,17,0.0,0,1,2015-02-13,20,Fri,1970-01-01,0,Thu,Daily,20:20:53,0,23.0,Female,Degree
2538,78,18,0.0,0,1,2015-02-14,20,Sat,1970-01-01,0,Thu,Daily,20:38:36,0,23.0,Female,Degree
2539,78,19,0.0,0,1,2015-02-15,19,Sun,1970-01-01,0,Thu,Daily,19:51:22,0,23.0,Female,Degree
2540,79,1,0.0,0,1,2015-01-21,21,Wed,1970-01-01,0,Thu,Intelligent,21:37:28,0,33.0,Female,Postgraduate degree
2541,79,2,0.0,0,1,2015-01-22,21,Thu,1970-01-01,0,Thu,Intelligent,21:19:46,0,33.0,Female,Postgraduate degree
2542,79,3,0.0,0,1,2015-01-25,20,Sun,1970-01-01,0,Thu,Intelligent,20:29:10,0,33.0,Female,Postgraduate degree
2543,79,4,0.0,0,1,2015-01-28,9,Wed,1970-01-01,0,Thu,Intelligent,09:58:44,0,33.0,Female,Postgraduate degree
2544,79,5,0.0,0,1,2015-01-30,17,Fri,1970-01-01,0,Thu,Intelligent,17:16:02,0,33.0,Female,Postgraduate degree
2545,79,6,0.0,0,1,2015-02-02,10,Mon,1970-01-01,0,Thu,Intelligent,10:47:26,0,33.0,Female,Postgraduate degree
2546,79,7,0.0,0,1,2015-04-02,17,Thu,1970-01-01,0,Thu,Intelligent,17:49:38,0,33.0,Female,Postgraduate degree
2547,79,8,0.0,0,1,2015-07-02,9,Thu,1970-01-01,0,Thu,Intelligent,09:19:07,0,33.0,Female,Postgraduate degree
2548,79,9,0.0,0,1,2015-09-02,12,Wed,1970-01-01,0,Thu,Intelligent,12:33:13,0,33.0,Female,Postgraduate degree
2549,79,10,0.0,0,1,2015-11-02,14,Mon,1970-01-01,0,Thu,Intelligent,14:10:03,0,33.0,Female,Postgraduate degree
2550,80,1,0.0,0,1,2015-07-01,18,Wed,1970-01-01,0,Thu,Occasional,18:14:49,0,32.0,Male,Degree
2551,80,2,0.0,0,1,2015-10-01,19,Thu,1970-01-01,0,Thu,Occasional,19:20:46,0,32.0,Male,Degree
2552,80,3,0.0,0,1,2015-01-13,20,Tue,1970-01-01,0,Thu,Occasional,20:12:43,0,32.0,Male,Degree
2553,80,4,0.0,0,1,2015-01-16,19,Fri,1970-01-01,0,Thu,Occasional,19:15:53,0,32.0,Male,Degree
2554,80,5,0.0,0,1,2015-01-19,19,Mon,1970-01-01,0,Thu,Occasional,19:03:58,0,32.0,Male,Degree
2555,80,6,0.0,0,1,2015-01-22,20,Thu,1970-01-01,0,Thu,Occasional,20:21:01,0,32.0,Male,Degree
2556,80,7,0.0,0,1,2015-01-25,20,Sun,1970-01-01,0,Thu,Occasional,20:00:41,0,32.0,Male,Degree
2557,81,1,0.0,0,1,2015-01-22,9,Thu,1970-01-01,0,Thu,Intelligent,09:21:28,0,31.0,Female,Degree
2558,81,2,0.0,0,1,2015-01-23,11,Fri,1970-01-01,0,Thu,Intelligent,11:29:43,0,31.0,Female,Degree
2559,81,3,0.0,0,1,2015-01-25,11,Sun,1970-01-01,0,Thu,Intelligent,11:34:59,0,31.0,Female,Degree
2560,81,4,1.0,9838,1,2015-01-27,15,Tue,2015-01-27,18,Tue,Intelligent,15:37:38,18:21:00,31.0,Female,Degree
2561,81,5,0.0,0,1,2015-01-29,18,Thu,1970-01-01,0,Thu,Intelligent,18:58:15,0,31.0,Female,Degree
2562,82,2,1.0,46,1,2014-09-28,18,Sun,2014-09-28,18,Sun,Occasional,18:00:54,18:01:00,30.0,Female,GCSEs / O levels or similar
2563,82,3,0.0,0,1,2014-01-10,20,Fri,1970-01-01,0,Thu,Occasional,20:48:26,0,30.0,Female,GCSEs / O levels or similar
2564,82,5,0.0,0,1,2014-07-10,18,Thu,1970-01-01,0,Thu,Occasional,18:23:06,0,30.0,Female,GCSEs / O levels or similar
2565,84,1,0.0,0,1,2014-12-22,12,Mon,1970-01-01,0,Thu,Intelligent,12:17:35,0,55.0,Male,Degree
2566,84,2,1.0,30895,1,2014-12-23,9,Tue,2014-12-23,18,Tue,Intelligent,09:59:42,18:34:00,55.0,Male,Degree
2567,84,3,0.0,0,1,2014-12-25,19,Thu,1970-01-01,0,Thu,Intelligent,19:03:04,0,55.0,Male,Degree
2568,84,4,0.0,0,1,2014-12-28,9,Sun,1970-01-01,0,Thu,Intelligent,09:52:02,0,55.0,Male,Degree
2569,84,5,0.0,0,1,2014-12-30,11,Tue,1970-01-01,0,Thu,Intelligent,11:55:15,0,55.0,Male,Degree
2570,84,6,0.0,0,1,2015-01-01,20,Thu,1970-01-01,0,Thu,Intelligent,20:37:33,0,55.0,Male,Degree
2571,84,7,1.0,1748,1,2015-04-01,9,Wed,2015-04-01,9,Wed,Intelligent,09:11:56,09:41:00,55.0,Male,Degree
2572,84,8,0.0,0,1,2015-06-01,10,Mon,1970-01-01,0,Thu,Intelligent,10:54:13,0,55.0,Male,Degree
2573,84,9,1.0,14,1,2015-08-01,11,Sat,2015-08-01,11,Sat,Intelligent,11:12:29,11:12:00,55.0,Male,Degree
2574,84,10,1.0,29,1,2015-08-01,15,Sat,2015-08-01,15,Sat,Intelligent,15:24:31,15:25:00,55.0,Male,Degree
2575,84,11,0.0,0,1,2015-08-01,21,Sat,1970-01-01,0,Thu,Intelligent,21:00:33,0,55.0,Male,Degree
2576,84,12,0.0,0,1,2015-09-01,11,Tue,1970-01-01,0,Thu,Intelligent,11:00:36,0,55.0,Male,Degree
2577,84,13,1.0,41,1,2015-09-01,15,Tue,2015-09-01,15,Tue,Intelligent,15:12:37,15:13:00,55.0,Male,Degree
2578,85,1,1.0,2606,1,2015-05-01,18,Fri,2015-05-01,19,Fri,Occasional,18:55:00,19:38:00,37.0,Female,Degree
2579,85,2,0.0,0,1,2015-08-01,20,Sat,1970-01-01,0,Thu,Occasional,20:01:31,0,37.0,Female,Degree
2580,85,3,0.0,0,1,2015-12-01,20,Tue,1970-01-01,0,Thu,Occasional,20:34:19,0,37.0,Female,Degree
2581,85,4,0.0,0,1,2015-01-15,18,Thu,1970-01-01,0,Thu,Occasional,18:22:39,0,37.0,Female,Degree
2582,85,5,0.0,0,1,2015-01-18,18,Sun,1970-01-01,0,Thu,Occasional,18:15:11,0,37.0,Female,Degree
2583,85,6,1.0,636,1,2015-01-21,19,Wed,2015-01-21,19,Wed,Occasional,19:10:31,19:21:00,37.0,Female,Degree
2584,85,7,0.0,0,1,2015-01-24,20,Sat,1970-01-01,0,Thu,Occasional,20:19:59,0,37.0,Female,Degree
2585,85,8,0.0,0,1,2015-01-27,20,Tue,1970-01-01,0,Thu,Occasional,20:42:39,0,37.0,Female,Degree
2586,85,9,0.0,0,1,2015-01-30,18,Fri,1970-01-01,0,Thu,Occasional,18:06:31,0,37.0,Female,Degree
2587,85,10,0.0,0,1,2015-02-02,20,Mon,1970-01-01,0,Thu,Occasional,20:50:41,0,37.0,Female,Degree
2588,85,11,0.0,0,1,2015-05-02,20,Sat,1970-01-01,0,Thu,Occasional,20:24:15,0,37.0,Female,Degree
2589,85,12,0.0,0,1,2015-08-02,18,Sun,1970-01-01,0,Thu,Occasional,18:36:48,0,37.0,Female,Degree
2590,86,1,1.0,1438,1,2014-05-11,18,Sun,2014-05-11,18,Sun,Occasional,18:10:09,18:34:00,39.0,Female,Degree
2591,86,2,0.0,0,1,2014-08-11,20,Mon,1970-01-01,0,Thu,Occasional,20:46:39,0,39.0,Female,Degree
2592,86,3,1.0,2067,1,2014-11-11,20,Tue,2014-11-11,20,Tue,Occasional,20:16:01,20:50:00,39.0,Female,Degree
2593,86,4,1.0,14,1,2014-11-14,20,Fri,2014-11-14,20,Fri,Occasional,20:00:31,20:00:00,39.0,Female,Degree
2594,86,5,0.0,0,1,2014-11-17,20,Mon,1970-01-01,0,Thu,Occasional,20:57:28,0,39.0,Female,Degree
2595,86,6,0.0,0,1,2014-11-20,19,Thu,1970-01-01,0,Thu,Occasional,19:54:00,0,39.0,Female,Degree
2596,86,7,0.0,0,1,2014-11-23,18,Sun,1970-01-01,0,Thu,Occasional,18:20:00,0,39.0,Female,Degree
2597,86,8,0.0,0,1,2014-11-26,19,Wed,1970-01-01,0,Thu,Occasional,19:30:01,0,39.0,Female,Degree
2598,86,9,0.0,0,1,2014-11-29,18,Sat,1970-01-01,0,Thu,Occasional,18:09:00,0,39.0,Female,Degree
2599,86,10,0.0,0,1,2014-02-12,18,Wed,1970-01-01,0,Thu,Occasional,18:04:00,0,39.0,Female,Degree
2600,87,1,0.0,0,1,2014-10-23,19,Thu,1970-01-01,0,Thu,Occasional,19:13:41,0,37.0,Female,GCSEs / O levels or similar
2601,87,2,0.0,0,1,2014-10-26,20,Sun,1970-01-01,0,Thu,Occasional,20:11:09,0,37.0,Female,GCSEs / O levels or similar
2602,87,3,1.0,20,1,2014-10-29,20,Wed,2014-10-29,20,Wed,Occasional,20:55:01,20:55:00,37.0,Female,GCSEs / O levels or similar
2603,87,4,0.0,0,1,2014-01-11,19,Sat,1970-01-01,0,Thu,Occasional,19:10:01,0,37.0,Female,GCSEs / O levels or similar
2604,87,5,0.0,0,1,2014-04-11,18,Fri,1970-01-01,0,Thu,Occasional,18:20:01,0,37.0,Female,GCSEs / O levels or similar
2605,87,6,0.0,0,1,2014-07-11,18,Fri,1970-01-01,0,Thu,Occasional,18:40:01,0,37.0,Female,GCSEs / O levels or similar
2606,87,7,1.0,15,1,2014-10-11,20,Sat,2014-10-11,20,Sat,Occasional,20:55:01,20:55:00,37.0,Female,GCSEs / O levels or similar
2607,87,8,1.0,87,1,2014-11-13,18,Thu,2014-11-13,18,Thu,Occasional,18:34:21,18:35:00,37.0,Female,GCSEs / O levels or similar
2608,87,9,0.0,0,1,2014-11-16,19,Sun,1970-01-01,0,Thu,Occasional,19:25:33,0,37.0,Female,GCSEs / O levels or similar
2609,87,10,1.0,17286,1,2014-11-19,18,Wed,2014-11-19,22,Wed,Occasional,18:04:20,22:52:00,37.0,Female,GCSEs / O levels or similar
2610,87,11,0.0,0,1,2014-11-22,20,Sat,1970-01-01,0,Thu,Occasional,20:13:04,0,37.0,Female,GCSEs / O levels or similar
2611,87,12,0.0,0,1,2014-11-25,19,Tue,1970-01-01,0,Thu,Occasional,19:48:05,0,37.0,Female,GCSEs / O levels or similar
2612,87,13,0.0,0,1,2014-11-28,18,Fri,1970-01-01,0,Thu,Occasional,18:19:01,0,37.0,Female,GCSEs / O levels or similar
2613,87,14,0.0,0,1,2014-01-12,19,Sun,1970-01-01,0,Thu,Occasional,19:11:57,0,37.0,Female,GCSEs / O levels or similar
2614,87,15,0.0,0,1,2014-04-12,20,Sat,1970-01-01,0,Thu,Occasional,20:49:01,0,37.0,Female,GCSEs / O levels or similar
2615,87,16,0.0,0,1,2014-07-12,20,Sat,1970-01-01,0,Thu,Occasional,20:05:38,0,37.0,Female,GCSEs / O levels or similar
2616,87,17,0.0,0,1,2014-10-12,20,Sun,1970-01-01,0,Thu,Occasional,20:11:30,0,37.0,Female,GCSEs / O levels or similar
2617,87,18,0.0,0,1,2014-12-13,20,Sat,1970-01-01,0,Thu,Occasional,20:23:02,0,37.0,Female,GCSEs / O levels or similar
2618,87,19,0.0,0,1,2014-12-16,20,Tue,1970-01-01,0,Thu,Occasional,20:06:33,0,37.0,Female,GCSEs / O levels or similar
2619,87,20,0.0,0,1,2014-12-19,18,Fri,1970-01-01,0,Thu,Occasional,18:22:57,0,37.0,Female,GCSEs / O levels or similar
2620,87,21,0.0,0,1,2014-12-22,19,Mon,1970-01-01,0,Thu,Occasional,19:57:41,0,37.0,Female,GCSEs / O levels or similar
2621,87,22,0.0,0,1,2014-12-25,20,Thu,1970-01-01,0,Thu,Occasional,20:43:00,0,37.0,Female,GCSEs / O levels or similar
2622,87,23,0.0,0,1,2014-12-28,19,Sun,1970-01-01,0,Thu,Occasional,19:11:58,0,37.0,Female,GCSEs / O levels or similar
2623,87,24,1.0,4616,1,2014-12-31,18,Wed,2014-12-31,19,Wed,Occasional,18:23:27,19:40:00,37.0,Female,GCSEs / O levels or similar
2624,87,25,0.0,0,1,2015-03-01,19,Sun,1970-01-01,0,Thu,Occasional,19:08:35,0,37.0,Female,GCSEs / O levels or similar
2625,87,26,0.0,0,1,2015-06-01,20,Mon,1970-01-01,0,Thu,Occasional,20:46:42,0,37.0,Female,GCSEs / O levels or similar
2626,87,27,0.0,0,1,2015-09-01,19,Tue,1970-01-01,0,Thu,Occasional,19:59:56,0,37.0,Female,GCSEs / O levels or similar
2627,87,28,0.0,0,1,2015-12-01,18,Tue,1970-01-01,0,Thu,Occasional,18:30:49,0,37.0,Female,GCSEs / O levels or similar
2628,87,29,0.0,0,1,2015-01-15,19,Thu,1970-01-01,0,Thu,Occasional,19:29:55,0,37.0,Female,GCSEs / O levels or similar
2629,87,30,0.0,0,1,2015-01-18,18,Sun,1970-01-01,0,Thu,Occasional,18:46:33,0,37.0,Female,GCSEs / O levels or similar
2630,87,31,0.0,0,1,2015-01-21,18,Wed,1970-01-01,0,Thu,Occasional,18:39:37,0,37.0,Female,GCSEs / O levels or similar
2631,87,32,0.0,0,1,2015-01-24,19,Sat,1970-01-01,0,Thu,Occasional,19:23:15,0,37.0,Female,GCSEs / O levels or similar
2632,87,33,0.0,0,1,2015-01-27,20,Tue,1970-01-01,0,Thu,Occasional,20:29:03,0,37.0,Female,GCSEs / O levels or similar
2633,87,34,0.0,0,1,2015-01-30,19,Fri,1970-01-01,0,Thu,Occasional,19:43:06,0,37.0,Female,GCSEs / O levels or similar
2634,87,35,0.0,0,1,2015-02-02,20,Mon,1970-01-01,0,Thu,Occasional,20:58:23,0,37.0,Female,GCSEs / O levels or similar
2635,87,36,0.0,0,1,2015-05-02,20,Sat,1970-01-01,0,Thu,Occasional,20:09:01,0,37.0,Female,GCSEs / O levels or similar
2636,88,1,1.0,33,1,2014-09-10,20,Wed,2014-09-10,20,Wed,Occasional,20:35:56,20:36:00,43.0,Female,Postgraduate degree
2637,88,2,1.0,19,1,2014-12-10,20,Wed,2014-12-10,20,Wed,Occasional,20:47:01,20:47:00,43.0,Female,Postgraduate degree
2638,88,3,0.0,0,1,2014-10-15,20,Wed,1970-01-01,0,Thu,Occasional,20:09:02,0,43.0,Female,Postgraduate degree
2639,88,4,0.0,0,1,2014-10-18,18,Sat,1970-01-01,0,Thu,Occasional,18:19:00,0,43.0,Female,Postgraduate degree
2640,88,5,0.0,0,1,2014-10-22,20,Wed,1970-01-01,0,Thu,Occasional,20:28:10,0,43.0,Female,Postgraduate degree
2641,88,6,0.0,0,1,2014-10-25,20,Sat,1970-01-01,0,Thu,Occasional,20:15:01,0,43.0,Female,Postgraduate degree
2642,88,7,0.0,0,1,2014-10-28,19,Tue,1970-01-01,0,Thu,Occasional,19:00:59,0,43.0,Female,Postgraduate degree
2643,88,8,0.0,0,1,2014-10-31,18,Fri,1970-01-01,0,Thu,Occasional,18:59:02,0,43.0,Female,Postgraduate degree
2644,88,9,0.0,0,1,2014-03-11,20,Tue,1970-01-01,0,Thu,Occasional,20:23:01,0,43.0,Female,Postgraduate degree
2645,88,10,0.0,0,1,2014-06-11,20,Wed,1970-01-01,0,Thu,Occasional,20:41:02,0,43.0,Female,Postgraduate degree
2646,88,11,0.0,0,1,2014-09-11,20,Thu,1970-01-01,0,Thu,Occasional,20:00:02,0,43.0,Female,Postgraduate degree
2647,88,12,0.0,0,1,2014-12-11,19,Thu,1970-01-01,0,Thu,Occasional,19:53:01,0,43.0,Female,Postgraduate degree
2648,88,13,0.0,0,1,2014-11-15,18,Sat,1970-01-01,0,Thu,Occasional,18:04:01,0,43.0,Female,Postgraduate degree
2649,88,14,0.0,0,1,2014-11-18,19,Tue,1970-01-01,0,Thu,Occasional,19:46:01,0,43.0,Female,Postgraduate degree
2650,88,15,0.0,0,1,2014-11-21,20,Fri,1970-01-01,0,Thu,Occasional,20:03:01,0,43.0,Female,Postgraduate degree
2651,88,16,1.0,5479,1,2014-11-24,18,Mon,2014-11-24,20,Mon,Occasional,18:45:00,20:16:00,43.0,Female,Postgraduate degree
2652,88,17,0.0,0,1,2014-11-27,18,Thu,1970-01-01,0,Thu,Occasional,18:02:34,0,43.0,Female,Postgraduate degree
2653,88,18,0.0,0,1,2014-11-30,19,Sun,1970-01-01,0,Thu,Occasional,19:04:01,0,43.0,Female,Postgraduate degree
2654,88,19,0.0,0,1,2014-03-12,20,Wed,1970-01-01,0,Thu,Occasional,20:40:02,0,43.0,Female,Postgraduate degree
2655,88,20,0.0,0,1,2014-06-12,20,Thu,1970-01-01,0,Thu,Occasional,20:46:01,0,43.0,Female,Postgraduate degree
2656,88,21,0.0,0,1,2014-09-12,20,Fri,1970-01-01,0,Thu,Occasional,20:30:01,0,43.0,Female,Postgraduate degree
2657,88,22,0.0,0,1,2014-12-12,18,Fri,1970-01-01,0,Thu,Occasional,18:45:00,0,43.0,Female,Postgraduate degree
2658,88,23,0.0,0,1,2014-12-15,19,Mon,1970-01-01,0,Thu,Occasional,19:02:01,0,43.0,Female,Postgraduate degree
