id,activity id,page,activity type,status,time,status,time,seconds on page,session number,time since last log
94,About,About,info,start,19-09-14 22:39:46.790,back,19-09-14 22:40:09.590,23,1,6.17
94,CWOSequence,Connect With Others,sequence,start,19-09-14 22:53:19.288,,,0,2,789.70
94,CWOAbout,About Connect With Others,info,start,19-09-14 22:53:21.467,,,0,2,2.18
94,CWOAbout,About Connect With Others,info,start,19-09-14 22:53:21.747,complete,19-09-14 22:53:28.446,7,2,0.28
94,CWOPlanReview,Connect With Others Plans Review,planner review,start,19-09-14 22:53:28.518,execute_function,19-09-14 22:53:34.380,6,2,0.07
94,CWOPlanner,Your Plans,planner,start,19-09-14 22:53:42.942,complete,19-09-14 22:54:16.829,34,2,8.56
94,CWORate,Connect With Others Rate,survey,start,19-09-14 22:54:16.966,complete,19-09-14 22:54:20.770,4,2,0.14
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 22:54:20.934,,,0,2,0.16
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 22:57:02.452,,,0,2,161.52
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 22:57:02.742,complete,19-09-14 22:57:10.030,8,2,0.29
94,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,19-09-14 22:57:10.098,back,19-09-14 22:57:21.923,11,2,0.07
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 22:57:21.978,complete,19-09-14 22:57:24.488,3,2,0.05
94,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,19-09-14 22:57:24.553,execute_function,19-09-14 22:57:25.763,1,2,0.07
94,EnjoyPlanner,Enjoyable Moments Plans,planner,start,19-09-14 22:57:35.474,complete,19-09-14 22:57:41.626,6,2,9.71
94,EnjoyRate,Enjoyable Moments Rate,survey,start,19-09-14 22:57:41.794,complete,19-09-14 22:57:45.690,4,2,0.17
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 22:57:45.861,,,0,2,0.17
94,MonitorAbout,My Daily Reactions - Desciption,info,start,19-09-14 22:57:48.323,,,0,2,2.46
94,MonitorAbout,My Daily Reactions - Desciption,info,start,19-09-14 22:57:48.591,complete,19-09-14 22:57:54.528,6,2,0.27
94,MonitorReactions,My Daily Reactions - Your Reactions,survey,start,19-09-14 22:57:54.590,complete,19-09-14 22:59:13.303,79,2,0.06
94,MonitorRate,Rate My Daily Reactions,survey,start,19-09-14 22:59:13.412,complete,19-09-14 22:59:16.633,3,2,0.11
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 22:59:16.800,,,0,2,0.17
94,WalkAbout,Walking with awareness - Desciption,info,start,19-09-14 22:59:22.845,,,0,2,6.05
94,WalkAbout,Walking with awareness - Desciption,info,start,19-09-14 22:59:23.131,complete,19-09-14 22:59:28.135,5,2,0.29
94,WalkTry,Walking with awareness - Try it out,info,start,19-09-14 22:59:28.194,complete,19-09-14 22:59:31.136,3,2,0.06
94,WalkRate,Rate walking with awareness,survey,start,19-09-14 22:59:31.190,complete,19-09-14 22:59:35.789,4,2,0.05
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 22:59:35.946,,,0,2,0.16
94,KindAbout,Self Kindness - Desciption,info,start,19-09-14 22:59:40.755,,,0,2,4.81
94,KindAbout,Self Kindness - Desciption,info,start,19-09-14 22:59:40.952,complete,19-09-14 22:59:43.469,3,2,0.20
94,KindTry1,Self Kindness - Try it out,info,start,19-09-14 22:59:43.550,complete,19-09-14 22:59:46.662,3,2,0.08
94,KindTry2,Self Kindness - Try it out,info,start,19-09-14 22:59:46.719,complete,19-09-14 22:59:49.149,3,2,0.06
94,KindRate,Rate Self Kindness,survey,start,19-09-14 22:59:49.212,complete,19-09-14 22:59:51.198,2,2,0.06
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 22:59:51.446,,,0,2,0.25
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 22:59:57.795,,,0,2,6.35
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 22:59:57.961,complete,19-09-14 22:59:59.551,2,2,0.17
94,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,19-09-14 22:59:59.617,execute_function,19-09-14 23:00:08.147,9,2,0.07
94,EnjoyRate,Enjoyable Moments Rate,survey,start,19-09-14 23:00:10.347,complete,19-09-14 23:00:21.563,11,2,2.20
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 23:00:21.770,,,0,2,0.21
94,SleepAbout,About Sleep Well,info,start,19-09-14 23:00:31.688,,,0,2,9.92
94,SleepAbout,About Sleep Well,info,start,19-09-14 23:00:31.865,complete,19-09-14 23:00:37.076,6,2,0.18
94,SleepPlanReview,Sleep Well Plans Review,planner review,start,19-09-14 23:00:37.135,execute_function,19-09-14 23:00:58.541,21,2,0.06
94,SleepRate,Sleep Well Rate,survey,start,19-09-14 23:01:00.891,complete,19-09-14 23:01:02.738,2,2,2.35
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 23:01:02.914,,,0,2,0.18
94,KindAbout,Self Kindness - Desciption,info,start,19-09-14 23:01:06.048,,,0,2,3.13
94,KindAbout,Self Kindness - Desciption,info,start,19-09-14 23:01:06.346,complete,19-09-14 23:01:08.856,2,2,0.30
94,KindTry1,Self Kindness - Try it out,info,start,19-09-14 23:01:08.919,complete,19-09-14 23:01:11.867,3,2,0.06
94,KindTry2,Self Kindness - Try it out,info,start,19-09-14 23:01:11.933,complete,19-09-14 23:01:14.042,3,2,0.07
94,KindRate,Rate Self Kindness,survey,start,19-09-14 23:01:14.097,complete,19-09-14 23:01:16.055,2,2,0.05
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 23:01:16.301,,,0,2,0.25
94,About,About,info,start,19-09-14 23:01:20.567,,,0,2,4.27
94,About,About,info,start,19-09-14 23:01:24.461,complete,19-09-14 23:02:11.148,47,2,3.89
94,PositiveSequence,Positive Thinking,sequence,start,19-09-14 23:02:16.808,,,0,2,5.66
94,PositiveAbout,About Positive Thinking,info,start,19-09-14 23:02:19.990,,,0,2,3.18
94,PositiveAbout,About Positive Thinking,info,start,19-09-14 23:02:20.280,back,19-09-14 23:02:20.824,0,2,0.29
94,PositiveAbout,About Positive Thinking,info,start,19-09-14 23:02:23.665,,,0,2,2.84
94,PositiveAbout,About Positive Thinking,info,start,19-09-14 23:02:23.834,complete,19-09-14 23:02:25.997,2,2,0.17
94,PositivePlanReview,Positive Thinking Plans Review,planner review,start,19-09-14 23:02:26.052,execute_function,19-09-14 23:02:42.325,16,2,0.06
94,PositiveRate,Positive Thinking Rate,survey,start,19-09-14 23:02:45.158,complete,19-09-14 23:02:48.830,3,2,2.83
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 23:02:48.997,,,0,2,0.17
94,KindAbout,Self Kindness - Desciption,info,start,19-09-14 23:02:52.691,,,0,2,3.69
94,KindAbout,Self Kindness - Desciption,info,start,19-09-14 23:02:52.949,complete,19-09-14 23:02:55.198,3,2,0.26
94,KindTry1,Self Kindness - Try it out,info,start,19-09-14 23:02:55.260,complete,19-09-14 23:02:57.254,2,2,0.06
94,KindTry2,Self Kindness - Try it out,info,start,19-09-14 23:02:57.320,complete,19-09-14 23:02:59.627,2,2,0.07
94,KindRate,Rate Self Kindness,survey,start,19-09-14 23:02:59.687,complete,19-09-14 23:03:07.620,8,2,0.06
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 23:03:07.880,,,0,2,0.26
94,WalkAbout,Walking with awareness - Desciption,info,start,19-09-14 23:03:13.241,,,0,2,5.36
94,WalkAbout,Walking with awareness - Desciption,info,start,19-09-14 23:03:13.468,complete,19-09-14 23:03:36.940,23,2,0.23
94,WalkTry,Walking with awareness - Try it out,info,start,19-09-14 23:03:36.987,complete,19-09-14 23:03:38.568,2,2,0.05
94,WalkRate,Rate walking with awareness,survey,start,19-09-14 23:03:38.627,back,19-09-14 23:03:42.506,4,2,0.06
94,WalkTry,Walking with awareness - Try it out,info,start,19-09-14 23:03:42.565,complete,19-09-14 23:03:44.819,2,2,0.06
94,WalkRate,Rate walking with awareness,survey,start,19-09-14 23:03:44.869,complete,19-09-14 23:03:48.438,4,2,0.05
94,ToolUnlockAlert,Tool Unlocked,info,start,19-09-14 23:03:48.598,,,0,2,0.16
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 23:03:55.404,,,0,2,6.81
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 23:03:55.684,complete,19-09-14 23:03:57.908,2,2,0.28
94,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,19-09-14 23:03:57.969,back,19-09-14 23:04:08.120,11,2,0.06
94,EnjoyAbout,About Enjoyable Moments,info,start,19-09-14 23:04:08.176,back,19-09-14 23:04:08.630,0,2,0.06
94,About,About,info,start,19-09-14 23:04:18.824,back,19-09-14 23:05:29.729,71,2,10.19
94,About,About,info,start,19-09-14 23:06:55.214,,,0,2,85.48
94,About,About,info,start,19-09-14 23:06:58.942,back,19-09-14 23:07:06.027,8,2,3.73
94,EnjoySequence,Enjoyable Moments,sequence,start,20-09-14 17:32:42.995,,,0,3,66336.97
94,EnjoyAbout,About Enjoyable Moments,info,start,20-09-14 17:32:48.621,,,0,3,5.63
94,EnjoyAbout,About Enjoyable Moments,info,start,20-09-14 17:32:48.889,back,20-09-14 17:32:50.912,2,3,0.27
94,KindAbout,Self Kindness - Desciption,info,start,20-09-14 17:32:53.767,,,0,3,2.86
94,KindAbout,Self Kindness - Desciption,info,start,20-09-14 17:32:53.937,back,20-09-14 17:33:03.810,10,3,0.17
94,connect msg 1 label,connect_msg_1_label,info,start,25-09-14 15:32:59.362,,,0,4,424795.55
94,connect msg 1 label,connect_msg_1_label,info,start,25-09-14 15:32:59.535,back,25-09-14 15:33:08.388,9,4,0.17
94,MonitorSequence,My Daily Reactions,sequence,start,25-09-14 15:34:19.918,,,0,4,71.53
94,MonitorAbout,My Daily Reactions - Desciption,info,start,25-09-14 15:34:25.962,,,0,4,6.04
94,MonitorAbout,My Daily Reactions - Desciption,info,start,25-09-14 15:34:26.242,complete,25-09-14 15:34:36.930,10,4,0.28
94,MonitorReactions,My Daily Reactions - Your Reactions,survey,start,25-09-14 15:34:36.998,back,25-09-14 15:34:41.659,5,4,0.07
94,MonitorAbout,My Daily Reactions - Desciption,info,start,25-09-14 15:34:41.715,back,25-09-14 15:34:44.771,3,4,0.06
94,About,About,info,start,25-09-14 15:57:51.428,back,25-09-14 15:57:53.386,2,5,1386.66
94,CWOSequence,Connect With Others,sequence,start,25-09-14 15:57:54.310,,,0,5,0.92
94,CWOAbout,About Connect With Others,info,start,25-09-14 15:57:57.008,,,0,5,2.70
94,CWOAbout,About Connect With Others,info,start,25-09-14 15:57:57.173,back,25-09-14 15:58:07.649,10,5,0.17
94,WalkAbout,Walking with awareness - Desciption,info,start,25-09-14 15:58:08.911,,,0,5,1.26
94,WalkAbout,Walking with awareness - Desciption,info,start,25-09-14 15:58:09.096,back,25-09-14 15:58:13.776,4,5,0.18
94,SleepAbout,About Sleep Well,info,start,25-09-14 15:58:17.755,,,0,5,3.98
94,SleepAbout,About Sleep Well,info,start,25-09-14 15:58:18.004,complete,25-09-14 15:58:25.562,7,5,0.25
94,SleepPlanReview,Sleep Well Plans Review,planner review,start,25-09-14 15:58:25.665,execute_function,25-09-14 15:58:46.497,21,5,0.10
94,SleepAbout,About Sleep Well,info,start,25-09-14 15:58:47.317,back,25-09-14 15:58:48.273,1,5,0.82
94,MonitorAbout,My Daily Reactions - Desciption,info,start,25-09-14 15:58:50.956,,,0,5,2.68
94,MonitorAbout,My Daily Reactions - Desciption,info,start,25-09-14 15:58:51.208,complete,25-09-14 15:59:08.569,17,5,0.25
94,MonitorReactions,My Daily Reactions - Your Reactions,survey,start,25-09-14 15:59:08.635,complete_and_jump_to_front,25-09-14 15:59:35.273,27,5,0.07
94,Settings,Settings,settings,start,25-09-14 15:59:35.321,,,0,5,0.05
94,ToolsMenu,Tools,menu,start,25-09-14 15:59:41.033,,,0,5,5.71
94,KindSequence,Self Kindness,sequence,start,25-09-14 16:00:04.586,,,0,5,23.55
94,KindAbout,Self Kindness - Desciption,info,start,25-09-14 16:00:09.073,,,0,5,4.49
94,KindAbout,Self Kindness - Desciption,info,start,25-09-14 16:00:09.307,complete,25-09-14 16:00:22.505,13,5,0.23
94,KindTry1,Self Kindness - Try it out,info,start,25-09-14 16:00:22.566,complete,25-09-14 16:00:24.863,2,5,0.06
94,KindTry2,Self Kindness - Try it out,info,start,25-09-14 16:00:24.935,complete,25-09-14 16:00:53.037,29,5,0.07
94,KindRate,Rate Self Kindness,survey,start,25-09-14 16:00:53.097,back,25-09-14 16:00:58.918,5,5,0.06
94,KindTry2,Self Kindness - Try it out,info,start,25-09-14 16:00:58.975,complete,25-09-14 16:01:27.366,29,5,0.06
94,KindRate,Rate Self Kindness,survey,start,25-09-14 16:01:27.431,back,25-09-14 16:01:28.979,1,5,0.07
94,KindTry2,Self Kindness - Try it out,info,start,25-09-14 16:01:29.029,back,25-09-14 16:01:29.922,0,5,0.05
94,KindTry1,Self Kindness - Try it out,info,start,25-09-14 16:01:29.972,back,25-09-14 16:01:31.258,2,5,0.05
94,KindAbout,Self Kindness - Desciption,info,start,25-09-14 16:01:31.315,back,25-09-14 16:01:33.166,2,5,0.06
94,About,About,info,start,02-10-14 18:33:37.015,complete,02-10-14 18:33:42.487,5,6,613923.85
94,About,About,info,start,03-10-14 10:50:37.397,,,0,7,58614.91
94,About,About,info,start,03-10-14 10:50:49.047,complete,03-10-14 11:41:04.447,3015,8,11.65
94,KindSequence,Self Kindness,sequence,start,03-10-14 11:41:06.322,,,0,8,1.88
94,KindAbout,Self Kindness - Desciption,info,start,03-10-14 11:41:11.176,,,0,8,4.85
94,KindAbout,Self Kindness - Desciption,info,start,03-10-14 11:41:11.450,complete,03-10-14 11:41:22.604,11,8,0.27
94,KindTry1,Self Kindness - Try it out,info,start,03-10-14 11:41:22.658,complete,03-10-14 11:41:33.904,11,8,0.05
94,KindTry2,Self Kindness - Try it out,info,start,03-10-14 11:41:33.962,back,03-10-14 11:41:35.287,2,8,0.06
94,KindTry1,Self Kindness - Try it out,info,start,03-10-14 11:41:35.346,back,03-10-14 11:41:36.317,1,8,0.06
94,KindAbout,Self Kindness - Desciption,info,start,03-10-14 11:41:36.377,back,03-10-14 11:41:37.394,1,8,0.06
94,EnjoySequence,Enjoyable Moments,sequence,start,26-10-14 16:29:10.924,,,0,9,2008053.53
94,EnjoyAbout,About Enjoyable Moments,info,start,26-10-14 16:29:18.693,,,0,9,7.77
94,EnjoyAbout,About Enjoyable Moments,info,start,26-10-14 16:29:18.968,back,26-10-14 16:29:22.830,4,9,0.27
94,PositiveSequence,Positive Thinking,sequence,start,26-10-14 16:29:30.290,,,0,9,7.46
94,PositiveAbout,About Positive Thinking,info,start,26-10-14 16:29:34.135,,,0,9,3.85
94,PositiveAbout,About Positive Thinking,info,start,26-10-14 16:29:34.315,complete,26-10-14 16:29:43.304,9,9,0.18
94,PositivePlanReview,Positive Thinking Plans Review,planner review,start,26-10-14 16:29:43.370,execute_function,26-10-14 16:30:04.989,21,9,0.07
94,PositivePlanner,Your Positive Thoughts,planner,start,26-10-14 16:30:13.749,back,26-10-14 16:30:18.239,5,9,8.76
94,PositiveAbout,About Positive Thinking,info,start,26-10-14 16:30:18.287,back,26-10-14 16:30:18.979,0,9,0.05
94,ToolsMenu,Tools,menu,start,26-10-14 16:30:23.898,,,0,9,4.92
94,WalkSequence,Walking With Awareness,sequence,start,26-10-14 16:30:27.186,,,0,9,3.29
94,WalkAbout,Walking with awareness - Desciption,info,start,26-10-14 16:30:30.659,,,0,9,3.47
94,WalkAbout,Walking with awareness - Desciption,info,start,26-10-14 16:30:30.874,complete,26-10-14 16:30:41.716,11,9,0.22
94,WalkTry,Walking with awareness - Try it out,info,start,26-10-14 16:30:41.766,complete,26-10-14 16:31:01.409,20,9,0.05
94,WalkRate,Rate walking with awareness,survey,start,26-10-14 16:31:01.462,back,26-10-14 16:31:06.084,5,9,0.05
94,WalkTry,Walking with awareness - Try it out,info,start,26-10-14 16:31:06.134,back,26-10-14 16:31:08.025,2,9,0.05
94,WalkAbout,Walking with awareness - Desciption,info,start,26-10-14 16:31:08.086,back,26-10-14 16:31:09.785,1,9,0.06
94,SleepAbout,About Sleep Well,info,start,26-10-14 16:31:12.985,,,0,9,3.20
94,SleepAbout,About Sleep Well,info,start,26-10-14 16:31:13.157,back,26-10-14 16:31:14.622,1,9,0.17
94,EnjoySequence,Enjoyable Moments,sequence,start,06-11-14 15:56:10.020,,,0,10,948295.40
94,EnjoyAbout,About Enjoyable Moments,info,start,06-11-14 15:56:14.210,,,0,10,4.19
94,EnjoyAbout,About Enjoyable Moments,info,start,06-11-14 15:56:14.445,back,06-11-14 15:56:17.887,3,10,0.23
94,KindAbout,Self Kindness - Desciption,info,start,06-11-14 15:56:19.072,,,0,10,1.18
94,KindAbout,Self Kindness - Desciption,info,start,06-11-14 15:56:19.222,back,06-11-14 15:56:21.405,2,10,0.15
94,WalkSequence,Walking With Awareness,sequence,start,13-11-14 17:39:12.407,,,0,11,610971.00
94,WalkAbout,Walking with awareness - Desciption,info,start,13-11-14 17:39:14.495,,,0,11,2.09
94,WalkAbout,Walking with awareness - Desciption,info,start,13-11-14 17:39:14.727,complete,13-11-14 17:39:18.050,4,11,0.23
94,ToolsMenu,Tools,menu,start,13-11-14 17:39:18.121,,,0,11,0.07
94,CWOSequence,Connect With Others,sequence,start,15-11-14 15:57:06.514,,,0,12,166668.39
94,CWOAbout,About Connect With Others,info,start,15-11-14 15:57:10.336,,,0,12,3.82
94,CWOAbout,About Connect With Others,info,start,15-11-14 15:57:10.590,complete,15-11-14 15:57:22.303,12,12,0.25
94,CWOPlanReview,Connect With Others Plans Review,planner review,start,15-11-14 15:57:22.360,execute_function,15-11-14 15:57:30.620,8,12,0.06
94,CWORate,Connect With Others Rate,survey,start,15-11-14 15:57:36.108,back,15-11-14 15:57:40.105,4,12,5.49
94,CWOPlanReview,Connect With Others Plans Review,planner review,start,15-11-14 15:57:40.285,execute_function,15-11-14 15:57:41.448,1,12,0.18
94,CWOPlanner,Your Plans,planner,start,15-11-14 15:57:43.185,back,15-11-14 15:57:52.401,9,12,1.74
94,CWOAbout,About Connect With Others,info,start,15-11-14 15:57:52.448,back,15-11-14 15:57:53.061,1,12,0.05
94,SleepAbout,About Sleep Well,info,start,15-11-14 15:57:56.992,,,0,12,3.93
94,SleepAbout,About Sleep Well,info,start,15-11-14 15:57:57.245,complete,15-11-14 15:58:03.709,6,12,0.25
94,SleepPlanReview,Sleep Well Plans Review,planner review,start,15-11-14 15:58:03.760,execute_function,15-11-14 15:58:30.498,27,12,0.05
94,SleepAbout,About Sleep Well,info,start,15-11-14 15:58:34.683,back,15-11-14 15:58:35.172,1,12,4.19
94,KindSequence,Self Kindness,sequence,start,15-11-14 15:58:37.173,,,0,12,2.00
94,KindAbout,Self Kindness - Desciption,info,start,15-11-14 15:58:41.793,,,0,12,4.62
94,KindAbout,Self Kindness - Desciption,info,start,15-11-14 15:58:42.063,complete,15-11-14 15:58:53.113,11,12,0.27
94,KindTry1,Self Kindness - Try it out,info,start,15-11-14 15:58:53.168,complete,15-11-14 15:59:25.719,32,12,0.06
94,KindTry2,Self Kindness - Try it out,info,start,15-11-14 15:59:25.776,complete,15-11-14 15:59:28.761,3,12,0.06
94,KindRate,Rate Self Kindness,survey,start,15-11-14 15:59:28.880,back,15-11-14 15:59:37.844,9,12,0.12
94,KindTry2,Self Kindness - Try it out,info,start,15-11-14 15:59:37.951,complete,15-11-14 15:59:39.219,2,12,0.11
94,KindRate,Rate Self Kindness,survey,start,15-11-14 15:59:39.283,back,15-11-14 15:59:41.676,2,12,0.06
94,KindTry2,Self Kindness - Try it out,info,start,15-11-14 15:59:41.734,complete,15-11-14 15:59:42.774,1,12,0.06
94,KindRate,Rate Self Kindness,survey,start,15-11-14 15:59:42.833,complete,15-11-14 15:59:47.914,5,12,0.06
94,ToolUnlockAlert,Tool Unlocked,info,start,15-11-14 15:59:48.093,,,0,12,0.18
94,PositiveAbout,About Positive Thinking,info,start,15-11-14 15:59:56.433,,,0,12,8.34
94,PositiveAbout,About Positive Thinking,info,start,15-11-14 15:59:56.607,complete,15-11-14 15:59:59.991,3,12,0.17
94,PositivePlanReview,Positive Thinking Plans Review,planner review,start,15-11-14 16:00:00.076,execute_function,15-11-14 16:00:15.462,15,12,0.09
94,PositivePlanner,Your Positive Thoughts,planner,start,15-11-14 16:00:18.316,complete,15-11-14 16:00:23.310,5,12,2.85
94,PositiveRate,Positive Thinking Rate,survey,start,15-11-14 16:00:23.458,back,15-11-14 16:00:25.162,2,12,0.15
94,PositivePlanReview,Positive Thinking Plans Review,planner review,start,15-11-14 16:00:25.322,back,15-11-14 16:00:25.765,0,12,0.16
94,PositiveAbout,About Positive Thinking,info,start,15-11-14 16:00:25.808,back,15-11-14 16:00:26.132,1,12,0.04
94,About,About,info,start,07-12-14 17:22:26.480,,,0,13,1905720.35
94,About,About,info,start,07-12-14 17:22:29.536,complete,07-12-14 17:23:37.467,68,13,3.06
95,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,20-10-14 18:29:09.178,,,0,1,0.00
95,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,20-10-14 18:29:09.290,complete,20-10-14 18:29:48.653,39,1,0.11
96,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,03-09-14 21:52:36.542,,,0,1,0.00
96,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,03-09-14 21:52:36.742,complete,03-09-14 21:52:49.187,13,1,0.20
96,baselineSurvey,Healthy Mind: Basline Questionnaire,survey,start,03-09-14 21:52:49.245,complete,03-09-14 21:53:19.650,30,1,0.06
96,ToolsMenu,Tools,menu,start,03-09-14 21:53:22.593,,,0,1,2.94
96,KindSequence,Self Kindness,sequence,start,03-09-14 21:53:29.073,,,0,1,6.48
96,KindAbout,Self Kindness - Desciption,info,start,03-09-14 21:53:33.988,,,0,1,4.91
96,KindAbout,Self Kindness - Desciption,info,start,03-09-14 21:53:34.264,complete,03-09-14 21:53:55.230,21,1,0.28
96,KindTry1,Self Kindness - Try it out,info,start,03-09-14 21:53:55.284,complete,03-09-14 21:54:31.827,36,1,0.05
96,KindTry2,Self Kindness - Try it out,info,start,03-09-14 21:54:31.883,complete,03-09-14 21:54:45.505,14,1,0.06
96,KindRate,Rate Self Kindness,survey,start,03-09-14 21:54:45.552,complete,03-09-14 21:54:48.878,3,1,0.05
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:54:49.192,,,0,1,0.31
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:54:49.232,complete,03-09-14 21:55:03.599,14,1,0.04
96,CWOAbout,About Connect With Others,info,start,03-09-14 21:55:05.152,,,0,1,1.55
96,CWOAbout,About Connect With Others,info,start,03-09-14 21:55:05.373,complete,03-09-14 21:55:17.451,12,1,0.22
96,CWOPlanner,Your Plans,planner,start,03-09-14 21:55:17.544,complete,03-09-14 21:56:09.393,52,1,0.09
96,CWOKeepTrack,Connect With Others Keep track,info,start,03-09-14 21:56:09.462,complete,03-09-14 21:56:13.242,4,1,0.07
96,CWORate,Connect With Others Rate,survey,start,03-09-14 21:56:13.292,complete,03-09-14 21:56:15.563,2,1,0.05
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:56:15.823,,,0,1,0.26
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:56:15.862,complete,03-09-14 21:56:18.100,3,1,0.04
96,WalkAbout,Walking with awareness - Desciption,info,start,03-09-14 21:56:19.883,,,0,1,1.78
96,WalkAbout,Walking with awareness - Desciption,info,start,03-09-14 21:56:20.043,complete,03-09-14 21:56:35.787,15,1,0.16
96,WalkTry,Walking with awareness - Try it out,info,start,03-09-14 21:56:35.832,complete,03-09-14 21:56:56.477,21,1,0.05
96,WalkRate,Rate walking with awareness,survey,start,03-09-14 21:56:56.523,complete,03-09-14 21:56:58.282,2,1,0.05
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:56:58.533,,,0,1,0.25
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:56:58.564,complete,03-09-14 21:57:01.610,3,1,0.03
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,03-09-14 21:57:03.362,,,0,1,1.75
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,03-09-14 21:57:03.542,complete,03-09-14 21:57:16.165,13,1,0.18
96,BreatheTry,3 Minute Breathing Space - Try it out,info,start,03-09-14 21:57:16.212,complete,03-09-14 21:57:25.445,9,1,0.05
96,BreatheRate,Rate 3 Minute Breathing Space,survey,start,03-09-14 21:57:25.482,complete,03-09-14 21:57:26.696,1,1,0.04
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:57:26.993,,,0,1,0.30
96,ToolUnlockAlert,Tool Unlocked,info,start,03-09-14 21:57:27.053,complete,03-09-14 21:57:28.645,1,1,0.06
96,bodyscan_unlock_FromNotif,bodyscan_unlock_label,sequence,start,19-09-14 10:59:27.249,,,0,2,1342918.60
96,bodyscan unlock msg 1 label,bodyscan_unlock_msg_1_label,info,start,25-09-14 13:41:29.008,,,0,3,528121.76
96,bodyscan unlock msg 1 label,bodyscan_unlock_msg_1_label,info,start,25-09-14 13:41:29.158,complete,25-09-14 13:42:12.782,43,3,0.15
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,25-09-14 13:42:12.858,,,0,3,0.08
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,25-09-14 13:42:13.008,back,25-09-14 13:42:24.531,11,3,0.15
96,breathe msg 1 label,breathe_msg_1_label,info,start,27-09-14 20:38:53.348,,,0,4,197788.82
96,breathe msg 1 label,breathe_msg_1_label,info,start,27-09-14 20:38:53.588,back,27-09-14 20:39:04.997,11,4,0.24
96,bodyscan msg 1 label,bodyscan_msg_1_label,info,start,28-09-14 19:28:06.084,,,0,5,82141.09
96,bodyscan msg 1 label,bodyscan_msg_1_label,info,start,28-09-14 19:28:06.248,complete,28-09-14 19:28:26.080,20,5,0.16
96,BodyAbout,Body Scan - Desciption,info,start,28-09-14 19:28:26.528,,,0,5,0.45
96,BodyAbout,Body Scan - Desciption,info,start,28-09-14 19:28:26.678,back,28-09-14 19:28:59.848,33,5,0.15
96,breathe msg 1 label,breathe_msg_1_label,info,start,11-10-14 21:02:28.346,,,0,6,1128808.50
96,breathe msg 1 label,breathe_msg_1_label,info,start,11-10-14 21:02:28.647,complete,11-10-14 21:02:42.743,14,6,0.30
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,11-10-14 21:02:43.117,,,0,6,0.37
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,11-10-14 21:02:43.271,complete,11-10-14 21:02:50.240,7,6,0.15
96,BreatheTry,3 Minute Breathing Space - Try it out,info,start,11-10-14 21:02:50.293,complete,11-10-14 21:03:39.910,49,6,0.05
96,BreatheRate,Rate 3 Minute Breathing Space,survey,start,11-10-14 21:03:39.947,complete,11-10-14 21:03:43.754,4,6,0.04
96,ToolUnlockAlert,Tool Unlocked,info,start,11-10-14 21:03:43.967,,,0,6,0.21
96,ToolUnlockAlert,Tool Unlocked,info,start,11-10-14 21:03:43.997,complete,11-10-14 21:03:51.953,8,6,0.03
96,BreatheSequence,3 Minute Breathing Space,sequence,start,02-11-14 14:08:34.666,,,0,7,1879482.71
96,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,02-11-14 14:08:36.525,,,0,7,1.86
